video_id,gesture_label,original_source_dataset,original_split,assigned_split,train_test_usage,experiment_stage
vid_05045,Swipe Left,Jester,unknown,DS1,test,task1
vid_05046,Swipe Right,Jester,unknown,DS3,test,task3
vid_05047,Thumb Down,Jester,unknown,DS2,test,task2
vid_05048,Swipe Left,Jester,unknown,Train,train,baseline
vid_05049,Rolling Forward,Jester,unknown,Train,train,baseline
vid_05050,Rolling Forward,Jester,unknown,Train,train,baseline
vid_05051,Rolling Backward,Jester,unknown,Train,train,baseline
vid_05052,Swipe Left,Jester,unknown,Train,train,baseline
vid_05053,Rolling Forward,Jester,unknown,Train,train,baseline
vid_05054,Swipe Left,Jester,unknown,Train,train,baseline
vid_05055,Swipe Right,Jester,unknown,Train,train,baseline
vid_05056,Swipe Left,Jester,unknown,Train,train,baseline
vid_05057,Thumb Down,Jester,unknown,DS1,test,task1
vid_05058,Rolling Backward,Jester,unknown,DS3,test,task3
vid_05059,Rolling Backward,Jester,unknown,DS1,test,task1
vid_05060,Swipe Left,Jester,unknown,DS2,test,task2
vid_05061,Stop Sign,Jester,unknown,DS1,test,task1
vid_05062,Swipe Left,Jester,unknown,Train,train,baseline
vid_05063,Swipe Right,Jester,unknown,Train,train,baseline
vid_05064,Rolling Backward,Jester,unknown,Train,train,baseline
vid_05065,Swipe Left,Jester,unknown,Train,train,baseline
vid_05066,Thumb Down,Jester,unknown,Train,train,baseline
vid_05067,Stop Sign,Jester,unknown,Train,train,baseline
vid_05068,Stop Sign,Jester,unknown,Train,train,baseline
vid_05069,Stop Sign,Jester,unknown,Train,train,baseline
vid_05070,Thumb Down,Jester,unknown,Train,train,baseline
vid_05071,Swipe Right,Jester,unknown,Train,train,baseline
vid_05072,Stop Sign,Jester,unknown,Train,train,baseline
vid_05073,Stop Sign,Jester,unknown,Train,train,baseline
vid_05074,Swipe Right,Jester,unknown,Train,train,baseline
vid_05075,Rolling Backward,Jester,unknown,Train,train,baseline
vid_05076,Rolling Backward,Jester,unknown,DS3,test,task3
vid_05077,Rolling Backward,Jester,unknown,DS1,test,task1
vid_05078,Rolling Backward,Jester,unknown,Train,train,baseline
vid_05079,Thumb Down,Jester,unknown,Train,train,baseline
vid_05080,Rolling Forward,Jester,unknown,DS2,test,task2
vid_05081,Rolling Forward,Jester,unknown,Train,train,baseline
vid_05082,Swipe Left,Jester,unknown,DS3,test,task3
vid_05083,Rolling Backward,Jester,unknown,Train,train,baseline
vid_05084,Swipe Right,Jester,unknown,DS2,test,task2
vid_05085,Swipe Right,Jester,unknown,Train,train,baseline
vid_05086,Swipe Right,Jester,unknown,DS1,test,task1
vid_05087,Rolling Backward,Jester,unknown,Train,train,baseline
vid_05088,Rolling Backward,Jester,unknown,DS2,test,task2
vid_05089,Thumb Down,Jester,unknown,Train,train,baseline
vid_05090,Thumb Down,Jester,unknown,Train,train,baseline
vid_05091,Stop Sign,Jester,unknown,DS3,test,task3
vid_05092,Swipe Right,Jester,unknown,Train,train,baseline
vid_05093,Thumb Down,Jester,unknown,Train,train,baseline
vid_05094,Swipe Left,Jester,unknown,DS3,test,task3
vid_05095,Swipe Left,Jester,unknown,Train,train,baseline
vid_05096,Rolling Forward,Jester,unknown,DS1,test,task1
vid_05097,Stop Sign,Jester,unknown,Train,train,baseline
vid_05098,Thumb Down,Jester,unknown,Train,train,baseline
vid_05099,Rolling Forward,Jester,unknown,DS1,test,task1
vid_05100,Rolling Backward,Jester,unknown,Train,train,baseline
vid_05101,Stop Sign,Jester,unknown,Train,train,baseline
vid_05102,Rolling Backward,Jester,unknown,DS1,test,task1
vid_05103,Stop Sign,Jester,unknown,DS1,test,task1
vid_05104,Rolling Backward,Jester,unknown,DS3,test,task3
vid_05105,Rolling Forward,Jester,unknown,DS2,test,task2
vid_05106,Swipe Left,Jester,unknown,DS1,test,task1
vid_05107,Swipe Right,Jester,unknown,Train,train,baseline
vid_05108,Rolling Backward,Jester,unknown,Train,train,baseline
vid_05109,Rolling Backward,Jester,unknown,Train,train,baseline
vid_05110,Swipe Right,Jester,unknown,Train,train,baseline
vid_05111,Swipe Right,Jester,unknown,DS3,test,task3
vid_05112,Thumb Down,Jester,unknown,Train,train,baseline
vid_05113,Thumb Down,Jester,unknown,DS2,test,task2
vid_05114,Rolling Forward,Jester,unknown,DS3,test,task3
vid_05115,Thumb Down,Jester,unknown,DS3,test,task3
vid_05116,Thumb Down,Jester,unknown,DS3,test,task3
vid_05117,Swipe Right,Jester,unknown,Train,train,baseline
vid_05118,Thumb Down,Jester,unknown,Train,train,baseline
vid_05119,Rolling Backward,Jester,unknown,DS1,test,task1
vid_05120,Stop Sign,Jester,unknown,Train,train,baseline
vid_05121,Thumb Down,Jester,unknown,Train,train,baseline
vid_05122,Rolling Backward,Jester,unknown,Train,train,baseline
vid_05123,Stop Sign,Jester,unknown,DS2,test,task2
vid_05124,Rolling Backward,Jester,unknown,Train,train,baseline
vid_05125,Stop Sign,Jester,unknown,Train,train,baseline
vid_05126,Swipe Right,Jester,unknown,DS3,test,task3
vid_05127,Swipe Left,Jester,unknown,Train,train,baseline
vid_05128,Swipe Left,Jester,unknown,DS2,test,task2
vid_05129,Swipe Right,Jester,unknown,Train,train,baseline
vid_05130,Stop Sign,Jester,unknown,DS1,test,task1
vid_05131,Swipe Left,Jester,unknown,Train,train,baseline
vid_05132,Rolling Forward,Jester,unknown,DS3,test,task3
vid_05133,Swipe Left,Jester,unknown,DS1,test,task1
vid_05134,Swipe Left,Jester,unknown,Train,train,baseline
vid_05135,Swipe Left,Jester,unknown,Train,train,baseline
vid_05136,Swipe Right,Jester,unknown,Train,train,baseline
vid_05137,Swipe Left,Jester,unknown,DS2,test,task2
vid_05138,Rolling Forward,Jester,unknown,Train,train,baseline
vid_05139,Thumb Down,Jester,unknown,Train,train,baseline
vid_05140,Stop Sign,Jester,unknown,Train,train,baseline
vid_05141,Swipe Left,Jester,unknown,Train,train,baseline
vid_05142,Stop Sign,Jester,unknown,Train,train,baseline
vid_05143,Thumb Down,Jester,unknown,DS2,test,task2
vid_05144,Thumb Down,Jester,unknown,DS2,test,task2
vid_05145,Thumb Down,Jester,unknown,Train,train,baseline
vid_05146,Swipe Right,Jester,unknown,Train,train,baseline
vid_05147,Stop Sign,Jester,unknown,Train,train,baseline
vid_05148,Swipe Right,Jester,unknown,DS3,test,task3
vid_05149,Rolling Backward,Jester,unknown,DS1,test,task1
vid_05150,Thumb Down,Jester,unknown,DS2,test,task2
vid_05151,Rolling Backward,Jester,unknown,DS2,test,task2
vid_05152,Rolling Backward,Jester,unknown,DS3,test,task3
vid_05153,Swipe Left,Jester,unknown,Train,train,baseline
vid_05154,Rolling Backward,Jester,unknown,DS1,test,task1
vid_05155,Rolling Backward,Jester,unknown,DS1,test,task1
vid_05156,Swipe Left,Jester,unknown,Train,train,baseline
vid_05157,Thumb Down,Jester,unknown,Train,train,baseline
vid_05158,Swipe Left,Jester,unknown,Train,train,baseline
vid_05159,Swipe Left,Jester,unknown,Train,train,baseline
vid_05160,Rolling Backward,Jester,unknown,DS1,test,task1
vid_05161,Rolling Forward,Jester,unknown,Train,train,baseline
vid_05162,Swipe Right,Jester,unknown,DS1,test,task1
vid_05163,Swipe Right,Jester,unknown,Train,train,baseline
vid_05164,Stop Sign,Jester,unknown,Train,train,baseline
vid_05165,Thumb Down,Jester,unknown,Train,train,baseline
vid_05166,Rolling Forward,Jester,unknown,Train,train,baseline
vid_05167,Swipe Right,Jester,unknown,Train,train,baseline
vid_05168,Thumb Down,Jester,unknown,Train,train,baseline
vid_05169,Stop Sign,Jester,unknown,Train,train,baseline
vid_05170,Stop Sign,Jester,unknown,Train,train,baseline
vid_05171,Thumb Down,Jester,unknown,Train,train,baseline
vid_05172,Rolling Forward,Jester,unknown,Train,train,baseline
vid_05173,Rolling Backward,Jester,unknown,Train,train,baseline
vid_05174,Swipe Left,Jester,unknown,Train,train,baseline
vid_05175,Rolling Forward,Jester,unknown,Train,train,baseline
vid_05176,Swipe Right,Jester,unknown,DS3,test,task3
vid_05177,Thumb Down,Jester,unknown,DS1,test,task1
vid_05178,Thumb Down,Jester,unknown,DS3,test,task3
vid_05179,Rolling Forward,Jester,unknown,Train,train,baseline
vid_05180,Stop Sign,Jester,unknown,Train,train,baseline
vid_05181,Rolling Forward,Jester,unknown,Train,train,baseline
vid_05182,Stop Sign,Jester,unknown,Train,train,baseline
vid_05183,Stop Sign,Jester,unknown,Train,train,baseline
vid_05184,Swipe Left,Jester,unknown,Train,train,baseline
vid_05185,Thumb Down,Jester,unknown,Train,train,baseline
vid_05186,Rolling Backward,Jester,unknown,Train,train,baseline
vid_05187,Swipe Left,Jester,unknown,Train,train,baseline
vid_05188,Stop Sign,Jester,unknown,Train,train,baseline
vid_05189,Rolling Backward,Jester,unknown,DS2,test,task2
vid_05190,Thumb Down,Jester,unknown,Train,train,baseline
vid_05191,Swipe Right,Jester,unknown,Train,train,baseline
vid_05192,Rolling Forward,Jester,unknown,Train,train,baseline
vid_05193,Thumb Down,Jester,unknown,Train,train,baseline
vid_05194,Rolling Forward,Jester,unknown,DS1,test,task1
vid_05195,Thumb Down,Jester,unknown,Train,train,baseline
vid_05196,Rolling Forward,Jester,unknown,DS3,test,task3
vid_05197,Rolling Backward,Jester,unknown,Train,train,baseline
vid_05198,Swipe Left,Jester,unknown,Train,train,baseline
vid_05199,Thumb Down,Jester,unknown,DS3,test,task3
vid_05200,Swipe Left,Jester,unknown,Train,train,baseline
vid_05201,Rolling Forward,Jester,unknown,Train,train,baseline
vid_05202,Swipe Left,Jester,unknown,DS1,test,task1
vid_05203,Swipe Right,Jester,unknown,Train,train,baseline
vid_05204,Stop Sign,Jester,unknown,DS3,test,task3
vid_05205,Rolling Forward,Jester,unknown,DS1,test,task1
vid_05206,Stop Sign,Jester,unknown,Train,train,baseline
vid_05207,Rolling Backward,Jester,unknown,Train,train,baseline
vid_05208,Stop Sign,Jester,unknown,Train,train,baseline
vid_05209,Swipe Right,Jester,unknown,Train,train,baseline
vid_05210,Rolling Backward,Jester,unknown,DS2,test,task2
vid_05211,Swipe Right,Jester,unknown,DS1,test,task1
vid_05212,Rolling Forward,Jester,unknown,Train,train,baseline
vid_05213,Thumb Down,Jester,unknown,Train,train,baseline
vid_05214,Thumb Down,Jester,unknown,Train,train,baseline
vid_05215,Thumb Down,Jester,unknown,Train,train,baseline
vid_05216,Swipe Right,Jester,unknown,Train,train,baseline
vid_05217,Rolling Backward,Jester,unknown,Train,train,baseline
vid_05218,Thumb Down,Jester,unknown,DS2,test,task2
vid_05219,Swipe Left,Jester,unknown,Train,train,baseline
vid_05220,Rolling Backward,Jester,unknown,Train,train,baseline
vid_05221,Thumb Down,Jester,unknown,DS1,test,task1
vid_05222,Rolling Forward,Jester,unknown,Train,train,baseline
vid_05223,Rolling Forward,Jester,unknown,DS2,test,task2
vid_05224,Swipe Right,Jester,unknown,Train,train,baseline
vid_05225,Swipe Right,Jester,unknown,Train,train,baseline
vid_05226,Swipe Left,Jester,unknown,DS3,test,task3
vid_05227,Rolling Backward,Jester,unknown,DS3,test,task3
vid_05228,Thumb Down,Jester,unknown,DS2,test,task2
vid_05229,Thumb Down,Jester,unknown,Train,train,baseline
vid_05230,Swipe Right,Jester,unknown,DS3,test,task3
vid_05231,Rolling Backward,Jester,unknown,Train,train,baseline
vid_05232,Swipe Left,Jester,unknown,DS2,test,task2
vid_05233,Rolling Backward,Jester,unknown,Train,train,baseline
vid_05234,Swipe Left,Jester,unknown,Train,train,baseline
vid_05235,Thumb Down,Jester,unknown,DS1,test,task1
vid_05236,Swipe Right,Jester,unknown,Train,train,baseline
vid_05237,Rolling Forward,Jester,unknown,Train,train,baseline
vid_05238,Rolling Forward,Jester,unknown,Train,train,baseline
vid_05239,Swipe Right,Jester,unknown,Train,train,baseline
vid_05240,Swipe Right,Jester,unknown,Train,train,baseline
vid_05241,Thumb Down,Jester,unknown,DS2,test,task2
vid_05242,Thumb Down,Jester,unknown,Train,train,baseline
vid_05243,Rolling Backward,Jester,unknown,Train,train,baseline
vid_05244,Thumb Down,Jester,unknown,Train,train,baseline
vid_05245,Rolling Forward,Jester,unknown,DS1,test,task1
vid_05246,Thumb Down,Jester,unknown,Train,train,baseline
vid_05247,Rolling Forward,Jester,unknown,Train,train,baseline
vid_05248,Thumb Down,Jester,unknown,DS3,test,task3
vid_05249,Swipe Left,Jester,unknown,DS3,test,task3
vid_05250,Rolling Forward,Jester,unknown,Train,train,baseline
vid_05251,Stop Sign,Jester,unknown,Train,train,baseline
vid_05252,Rolling Forward,Jester,unknown,Train,train,baseline
vid_05253,Rolling Backward,Jester,unknown,Train,train,baseline
vid_05254,Stop Sign,Jester,unknown,DS3,test,task3
vid_05255,Swipe Right,Jester,unknown,DS1,test,task1
vid_05256,Stop Sign,Jester,unknown,DS2,test,task2
vid_05257,Swipe Left,Jester,unknown,Train,train,baseline
vid_05258,Swipe Right,Jester,unknown,Train,train,baseline
vid_05259,Swipe Left,Jester,unknown,Train,train,baseline
vid_05260,Swipe Right,Jester,unknown,Train,train,baseline
vid_05261,Swipe Left,Jester,unknown,Train,train,baseline
vid_05262,Stop Sign,Jester,unknown,DS3,test,task3
vid_05263,Rolling Forward,Jester,unknown,Train,train,baseline
vid_05264,Swipe Right,Jester,unknown,Train,train,baseline
vid_05265,Stop Sign,Jester,unknown,Train,train,baseline
vid_05266,Thumb Down,Jester,unknown,Train,train,baseline
vid_05267,Thumb Down,Jester,unknown,DS3,test,task3
vid_05268,Thumb Down,Jester,unknown,DS3,test,task3
vid_05269,Thumb Down,Jester,unknown,Train,train,baseline
vid_05270,Rolling Backward,Jester,unknown,Train,train,baseline
vid_05271,Rolling Forward,Jester,unknown,Train,train,baseline
vid_05272,Swipe Right,Jester,unknown,Train,train,baseline
vid_05273,Rolling Forward,Jester,unknown,DS3,test,task3
vid_05274,Rolling Forward,Jester,unknown,Train,train,baseline
vid_05275,Thumb Down,Jester,unknown,DS2,test,task2
vid_05276,Rolling Backward,Jester,unknown,Train,train,baseline
vid_05277,Swipe Left,Jester,unknown,DS3,test,task3
vid_05278,Rolling Forward,Jester,unknown,Train,train,baseline
vid_05279,Swipe Right,Jester,unknown,DS3,test,task3
vid_05280,Rolling Forward,Jester,unknown,Train,train,baseline
vid_05281,Thumb Down,Jester,unknown,Train,train,baseline
vid_05282,Rolling Forward,Jester,unknown,Train,train,baseline
vid_05283,Rolling Backward,Jester,unknown,DS3,test,task3
vid_05284,Swipe Right,Jester,unknown,Train,train,baseline
vid_05285,Swipe Right,Jester,unknown,DS2,test,task2
vid_05286,Stop Sign,Jester,unknown,DS1,test,task1
vid_05287,Stop Sign,Jester,unknown,DS1,test,task1
vid_05288,Thumb Down,Jester,unknown,Train,train,baseline
vid_05289,Rolling Backward,Jester,unknown,Train,train,baseline
vid_05290,Swipe Right,Jester,unknown,Train,train,baseline
vid_05291,Rolling Forward,Jester,unknown,Train,train,baseline
vid_05292,Rolling Backward,Jester,unknown,Train,train,baseline
vid_05293,Rolling Backward,Jester,unknown,Train,train,baseline
vid_05294,Swipe Right,Jester,unknown,Train,train,baseline
vid_05295,Rolling Backward,Jester,unknown,Train,train,baseline
vid_05296,Swipe Right,Jester,unknown,Train,train,baseline
vid_05297,Stop Sign,Jester,unknown,Train,train,baseline
vid_05298,Rolling Backward,Jester,unknown,Train,train,baseline
vid_05299,Rolling Forward,Jester,unknown,DS3,test,task3
vid_05300,Thumb Down,Jester,unknown,DS2,test,task2
vid_05301,Swipe Right,Jester,unknown,Train,train,baseline
vid_05302,Thumb Down,Jester,unknown,Train,train,baseline
vid_05303,Swipe Right,Jester,unknown,Train,train,baseline
vid_05304,Rolling Forward,Jester,unknown,Train,train,baseline
vid_05305,Thumb Down,Jester,unknown,Train,train,baseline
vid_05306,Swipe Right,Jester,unknown,DS2,test,task2
vid_05307,Thumb Down,Jester,unknown,Train,train,baseline
vid_05308,Swipe Right,Jester,unknown,Train,train,baseline
vid_05309,Swipe Right,Jester,unknown,Train,train,baseline
vid_05310,Swipe Left,Jester,unknown,Train,train,baseline
vid_05311,Thumb Down,Jester,unknown,DS3,test,task3
vid_05312,Rolling Forward,Jester,unknown,DS1,test,task1
vid_05313,Rolling Backward,Jester,unknown,DS3,test,task3
vid_05314,Stop Sign,Jester,unknown,Train,train,baseline
vid_05315,Stop Sign,Jester,unknown,Train,train,baseline
vid_05316,Stop Sign,Jester,unknown,Train,train,baseline
vid_05317,Swipe Left,Jester,unknown,Train,train,baseline
vid_05318,Stop Sign,Jester,unknown,Train,train,baseline
vid_05319,Rolling Forward,Jester,unknown,Train,train,baseline
vid_05320,Rolling Backward,Jester,unknown,Train,train,baseline
vid_05321,Swipe Left,Jester,unknown,DS3,test,task3
vid_05322,Stop Sign,Jester,unknown,Train,train,baseline
vid_05323,Rolling Forward,Jester,unknown,Train,train,baseline
vid_05324,Thumb Down,Jester,unknown,Train,train,baseline
vid_05325,Rolling Forward,Jester,unknown,Train,train,baseline
vid_05326,Thumb Down,Jester,unknown,Train,train,baseline
vid_05327,Thumb Down,Jester,unknown,DS3,test,task3
vid_05328,Thumb Down,Jester,unknown,Train,train,baseline
vid_05329,Rolling Backward,Jester,unknown,Train,train,baseline
vid_05330,Stop Sign,Jester,unknown,Train,train,baseline
vid_05331,Rolling Backward,Jester,unknown,Train,train,baseline
vid_05332,Stop Sign,Jester,unknown,DS3,test,task3
vid_05333,Swipe Left,Jester,unknown,Train,train,baseline
vid_05334,Thumb Down,Jester,unknown,Train,train,baseline
vid_05335,Rolling Backward,Jester,unknown,Train,train,baseline
vid_05336,Rolling Backward,Jester,unknown,DS2,test,task2
vid_05337,Swipe Right,Jester,unknown,Train,train,baseline
vid_05338,Stop Sign,Jester,unknown,Train,train,baseline
vid_05339,Rolling Backward,Jester,unknown,DS2,test,task2
vid_05340,Swipe Left,Jester,unknown,Train,train,baseline
vid_05341,Rolling Backward,Jester,unknown,Train,train,baseline
vid_05342,Thumb Down,Jester,unknown,Train,train,baseline
vid_05343,Swipe Right,Jester,unknown,Train,train,baseline
vid_05344,Swipe Left,Jester,unknown,DS2,test,task2
vid_05345,Thumb Down,Jester,unknown,DS3,test,task3
vid_05346,Rolling Forward,Jester,unknown,DS3,test,task3
vid_05347,Swipe Left,Jester,unknown,Train,train,baseline
vid_05348,Swipe Right,Jester,unknown,Train,train,baseline
vid_05349,Swipe Right,Jester,unknown,DS1,test,task1
vid_05350,Stop Sign,Jester,unknown,Train,train,baseline
vid_05351,Thumb Down,Jester,unknown,Train,train,baseline
vid_05352,Rolling Backward,Jester,unknown,Train,train,baseline
vid_05353,Rolling Forward,Jester,unknown,DS1,test,task1
vid_05354,Swipe Left,Jester,unknown,Train,train,baseline
vid_05355,Swipe Left,Jester,unknown,Train,train,baseline
vid_05356,Rolling Forward,Jester,unknown,Train,train,baseline
vid_05357,Rolling Forward,Jester,unknown,DS3,test,task3
vid_05358,Rolling Backward,Jester,unknown,DS2,test,task2
vid_05359,Swipe Left,Jester,unknown,DS2,test,task2
vid_05360,Rolling Backward,Jester,unknown,DS3,test,task3
vid_05361,Rolling Forward,Jester,unknown,Train,train,baseline
vid_05362,Stop Sign,Jester,unknown,Train,train,baseline
vid_05363,Rolling Forward,Jester,unknown,Train,train,baseline
vid_05364,Swipe Right,Jester,unknown,Train,train,baseline
vid_05365,Thumb Down,Jester,unknown,Train,train,baseline
vid_05366,Rolling Forward,Jester,unknown,Train,train,baseline
vid_05367,Thumb Down,Jester,unknown,Train,train,baseline
vid_05368,Stop Sign,Jester,unknown,Train,train,baseline
vid_05369,Swipe Right,Jester,unknown,Train,train,baseline
vid_05370,Swipe Left,Jester,unknown,DS3,test,task3
vid_05371,Thumb Down,Jester,unknown,Train,train,baseline
vid_05372,Swipe Left,Jester,unknown,Train,train,baseline
vid_05373,Rolling Backward,Jester,unknown,DS2,test,task2
vid_05374,Thumb Down,Jester,unknown,Train,train,baseline
vid_05375,Swipe Right,Jester,unknown,Train,train,baseline
vid_05376,Rolling Backward,Jester,unknown,Train,train,baseline
vid_05377,Rolling Forward,Jester,unknown,Train,train,baseline
vid_05378,Swipe Right,Jester,unknown,Train,train,baseline
vid_05379,Rolling Forward,Jester,unknown,Train,train,baseline
vid_05380,Stop Sign,Jester,unknown,Train,train,baseline
vid_05381,Swipe Right,Jester,unknown,Train,train,baseline
vid_05382,Stop Sign,Jester,unknown,Train,train,baseline
vid_05383,Rolling Forward,Jester,unknown,Train,train,baseline
vid_05384,Swipe Left,Jester,unknown,Train,train,baseline
vid_05385,Swipe Right,Jester,unknown,Train,train,baseline
vid_05386,Swipe Right,Jester,unknown,Train,train,baseline
vid_05387,Swipe Left,Jester,unknown,Train,train,baseline
vid_05388,Rolling Forward,Jester,unknown,Train,train,baseline
vid_05389,Stop Sign,Jester,unknown,Train,train,baseline
vid_05390,Swipe Left,Jester,unknown,Train,train,baseline
vid_05391,Swipe Left,Jester,unknown,DS2,test,task2
vid_05392,Swipe Left,Jester,unknown,DS3,test,task3
vid_05393,Swipe Right,Jester,unknown,Train,train,baseline
vid_05394,Thumb Down,Jester,unknown,Train,train,baseline
vid_05395,Rolling Backward,Jester,unknown,DS1,test,task1
vid_05396,Rolling Forward,Jester,unknown,Train,train,baseline
vid_05397,Thumb Down,Jester,unknown,DS1,test,task1
vid_05398,Rolling Backward,Jester,unknown,Train,train,baseline
vid_05399,Swipe Right,Jester,unknown,DS1,test,task1
vid_05400,Stop Sign,Jester,unknown,Train,train,baseline
vid_05401,Rolling Backward,Jester,unknown,Train,train,baseline
vid_05402,Swipe Right,Jester,unknown,DS1,test,task1
vid_05403,Rolling Forward,Jester,unknown,Train,train,baseline
vid_05404,Rolling Backward,Jester,unknown,DS3,test,task3
vid_05405,Rolling Forward,Jester,unknown,Train,train,baseline
vid_05406,Stop Sign,Jester,unknown,Train,train,baseline
vid_05407,Swipe Left,Jester,unknown,DS2,test,task2
vid_05408,Swipe Left,Jester,unknown,Train,train,baseline
vid_05409,Swipe Left,Jester,unknown,DS1,test,task1
vid_05410,Rolling Forward,Jester,unknown,DS2,test,task2
vid_05411,Rolling Backward,Jester,unknown,Train,train,baseline
vid_05412,Stop Sign,Jester,unknown,DS1,test,task1
vid_05413,Thumb Down,Jester,unknown,Train,train,baseline
vid_05414,Swipe Left,Jester,unknown,Train,train,baseline
vid_05415,Stop Sign,Jester,unknown,Train,train,baseline
vid_05416,Rolling Backward,Jester,unknown,Train,train,baseline
vid_05417,Swipe Right,Jester,unknown,Train,train,baseline
vid_05418,Rolling Backward,Jester,unknown,Train,train,baseline
vid_05419,Stop Sign,Jester,unknown,Train,train,baseline
vid_05420,Thumb Down,Jester,unknown,Train,train,baseline
vid_05421,Rolling Forward,Jester,unknown,Train,train,baseline
vid_05422,Rolling Backward,Jester,unknown,Train,train,baseline
vid_05423,Swipe Right,Jester,unknown,Train,train,baseline
vid_05424,Stop Sign,Jester,unknown,Train,train,baseline
vid_05425,Thumb Down,Jester,unknown,Train,train,baseline
vid_05426,Stop Sign,Jester,unknown,Train,train,baseline
vid_05427,Stop Sign,Jester,unknown,Train,train,baseline
vid_05428,Swipe Right,Jester,unknown,Train,train,baseline
vid_05429,Swipe Right,Jester,unknown,DS2,test,task2
vid_05430,Thumb Down,Jester,unknown,DS3,test,task3
vid_05431,Swipe Right,Jester,unknown,Train,train,baseline
vid_05432,Rolling Forward,Jester,unknown,Train,train,baseline
vid_05433,Rolling Forward,Jester,unknown,Train,train,baseline
vid_05434,Stop Sign,Jester,unknown,Train,train,baseline
vid_05435,Rolling Backward,Jester,unknown,DS2,test,task2
vid_05436,Thumb Down,Jester,unknown,Train,train,baseline
vid_05437,Swipe Right,Jester,unknown,DS2,test,task2
vid_05438,Stop Sign,Jester,unknown,DS1,test,task1
vid_05439,Swipe Right,Jester,unknown,Train,train,baseline
vid_05440,Swipe Left,Jester,unknown,Train,train,baseline
vid_05441,Thumb Down,Jester,unknown,Train,train,baseline
vid_05442,Rolling Backward,Jester,unknown,Train,train,baseline
vid_05443,Rolling Backward,Jester,unknown,DS1,test,task1
vid_05444,Stop Sign,Jester,unknown,DS3,test,task3
vid_05445,Swipe Left,Jester,unknown,DS2,test,task2
vid_05446,Rolling Backward,Jester,unknown,Train,train,baseline
vid_05447,Swipe Left,Jester,unknown,Train,train,baseline
vid_05448,Swipe Left,Jester,unknown,Train,train,baseline
vid_05449,Swipe Right,Jester,unknown,Train,train,baseline
vid_05450,Swipe Left,Jester,unknown,Train,train,baseline
vid_05451,Rolling Backward,Jester,unknown,Train,train,baseline
vid_05452,Rolling Backward,Jester,unknown,Train,train,baseline
vid_05453,Rolling Backward,Jester,unknown,Train,train,baseline
vid_05454,Swipe Left,Jester,unknown,Train,train,baseline
vid_05455,Rolling Forward,Jester,unknown,Train,train,baseline
vid_05456,Swipe Left,Jester,unknown,Train,train,baseline
vid_05457,Swipe Left,Jester,unknown,Train,train,baseline
vid_05458,Stop Sign,Jester,unknown,Train,train,baseline
vid_05459,Swipe Right,Jester,unknown,Train,train,baseline
vid_05460,Rolling Forward,Jester,unknown,DS2,test,task2
vid_05461,Stop Sign,Jester,unknown,Train,train,baseline
vid_05462,Thumb Down,Jester,unknown,DS2,test,task2
vid_05463,Stop Sign,Jester,unknown,Train,train,baseline
vid_05464,Rolling Forward,Jester,unknown,DS1,test,task1
vid_05465,Rolling Forward,Jester,unknown,Train,train,baseline
vid_05466,Thumb Down,Jester,unknown,DS3,test,task3
vid_05467,Swipe Right,Jester,unknown,Train,train,baseline
vid_05468,Swipe Right,Jester,unknown,Train,train,baseline
vid_05469,Stop Sign,Jester,unknown,DS1,test,task1
vid_05470,Swipe Left,Jester,unknown,Train,train,baseline
vid_05471,Rolling Backward,Jester,unknown,Train,train,baseline
vid_05472,Stop Sign,Jester,unknown,Train,train,baseline
vid_05473,Swipe Left,Jester,unknown,DS1,test,task1
vid_05474,Rolling Backward,Jester,unknown,Train,train,baseline
vid_05475,Stop Sign,Jester,unknown,Train,train,baseline
vid_05476,Thumb Down,Jester,unknown,Train,train,baseline
vid_05477,Thumb Down,Jester,unknown,DS1,test,task1
vid_05478,Stop Sign,Jester,unknown,DS1,test,task1
vid_05479,Swipe Right,Jester,unknown,Train,train,baseline
vid_05480,Stop Sign,Jester,unknown,Train,train,baseline
vid_05481,Stop Sign,Jester,unknown,Train,train,baseline
vid_05482,Swipe Right,Jester,unknown,DS1,test,task1
vid_05483,Swipe Left,Jester,unknown,Train,train,baseline
vid_05484,Stop Sign,Jester,unknown,Train,train,baseline
vid_05485,Swipe Left,Jester,unknown,Train,train,baseline
vid_05486,Rolling Forward,Jester,unknown,Train,train,baseline
vid_05487,Stop Sign,Jester,unknown,Train,train,baseline
vid_05488,Rolling Forward,Jester,unknown,Train,train,baseline
vid_05489,Stop Sign,Jester,unknown,Train,train,baseline
vid_05490,Rolling Forward,Jester,unknown,Train,train,baseline
vid_05491,Swipe Right,Jester,unknown,Train,train,baseline
vid_05492,Thumb Down,Jester,unknown,Train,train,baseline
vid_05493,Swipe Left,Jester,unknown,Train,train,baseline
vid_05494,Swipe Right,Jester,unknown,Train,train,baseline
vid_05495,Stop Sign,Jester,unknown,Train,train,baseline
vid_05496,Swipe Right,Jester,unknown,Train,train,baseline
vid_05497,Rolling Backward,Jester,unknown,Train,train,baseline
vid_05498,Thumb Down,Jester,unknown,Train,train,baseline
vid_05499,Rolling Forward,Jester,unknown,Train,train,baseline
vid_05500,Thumb Down,Jester,unknown,DS3,test,task3
vid_05501,Swipe Left,Jester,unknown,DS3,test,task3
vid_05502,Stop Sign,Jester,unknown,Train,train,baseline
vid_05503,Stop Sign,Jester,unknown,Train,train,baseline
vid_05504,Rolling Forward,Jester,unknown,DS3,test,task3
